2.827075,6
3.137075,6
3.771111,6
4.09873,6
4.46873,6
5.14619,6
5.47619,6
5.822449,6
6.460068,6
6.760068,6
7.113107,6
7.733946,6
8.054785,6
8.376984,6
8.712404,6
9.093243,6
9.395442,6
9.715442,6
10.066281,6
10.384898,6
10.67932,6
11.034739,6
11.365578,6
11.675578,6
11.983197,6
12.318617,6
12.636236,6
12.951655,6
13.267075,6
13.622494,6
13.930113,6
14.260113,6
14.576372,6
14.896372,6
15.213991,6
15.56941,6
15.877029,6
16.212449,6
16.563288,6
16.855488,6
17.180907,6
17.516327,6
17.833946,6
18.159365,6
18.475782,6
19.145624,6
20.75712,6
21.07254,6
21.400159,6
21.700159,6
21.970998,6
22.273197,6
22.934036,6
23.632494,6
23.962494,6
24.305533,6
24.996372,6
25.303991,6
25.663991,6
28.564785,6
28.914785,6
29.573243,6
31.15254,6
31.527959,6
31.873379,6
32.160998,6
32.437415,6
32.737415,6
33.144036,6
33.484875,6
33.815714,6
34.145714,6
34.463333,6
34.834172,6
35.156372,6
35.451791,6
35.80263,6
36.08483,6
38.973583,6
39.285624,6
40.04746,6
41.587959,6
41.907959,6
42.268798,6
42.626417,6
42.851837,6
43.248254,6
43.458254,6
43.830295,6
44.170295,6
44.522132,6
44.843333,6
45.214172,6
45.857211,6
46.203628,6
46.533628,6
49.443424,6
49.788844,6
50.41746,6
52.026757,6
52.374376,6
52.725215,6
53.056054,6
53.296054,6
53.602676,6
53.999093,6
54.344512,6
54.681134,6
55.619592,6
57.003469,6
59.924422,6
60.224263,6
60.865102,6
61.568141,6
62.202177,6
62.834218,6
63.159637,6
63.486054,6
63.830476,6
65.076553,6
65.441973,6
66.085011,6
66.770431,6
67.398889,6
67.999728,6
68.337347,6
68.657347,6
68.998186,6
70.292063,6
70.559683,6
71.220522,6
71.849138,6
72.51898,6
73.187438,6
73.487438,6
73.820476,6
74.176893,6
74.793515,6
75.154354,6
75.837392,6
76.604649,6
77.792109,6
80.738481,6
81.075102,6
81.795941,6
83.385238,6
83.722857,6
84.083696,6
84.423696,6
84.661315,6
84.966735,6
85.314354,6
85.659773,6
85.989773,6
86.320612,6
86.668231,6
86.978231,6
87.606689,6
88.332948,6
91.168481,6
91.538322,6
92.231361,6
93.782857,6
94.188277,6
94.498277,6
94.850113,6
95.096735,6
95.386735,6
95.813991,6
96.143991,6
96.450612,6
96.776032,6
97.161451,6
97.42907,6
97.77907,6
98.070907,6
98.772948,6
101.291701,6
101.588322,6
101.938322,6
102.305578,6
102.625578,6
102.8522,6
103.237619,6
104.157075,6
104.507075,6
104.859116,6
105.184535,6
105.440952,6
105.817574,6
106.48941,6
106.847029,6
107.517868,6
107.853288,6
108.160907,6
108.841746,6
109.138367,6
112.104739,6
112.364739,6
113,6
114.642494,6
114.972494,6
115.284535,6
115.600952,6
115.760952,6
115.910952,6
116.230794,6
116.58941,6
116.90941,6
117.209252,6
117.547868,6
117.853288,6
118.213288,6
118.523129,6
118.871746,6
119.564785,6
120.812245,6
122.456961,6
122.772381,6
123.476417,6
124.138458,6
124.744875,6
125.342336,6
125.698753,6
126.043175,6
126.381791,6
127.704671,6
128.030091,6
128.70771,6
129.326168,6
129.988005,6
130.571043,6
130.921043,6
131.270884,6
131.588503,6
132.863379,6
133.1978,6
133.791837,6
134.501678,6
135.070295,6
135.750136,6
136.058753,6
136.438594,6
136.788594,6
137.417052,6
137.772472,6
138.44551,6
139.188549,6
140.378005,6
143.388798,6
144.672676,6
144.982676,6
145.322517,6
145.651134,6
146.373175,6
146.904014,6
147.53805,6
147.873469,6
148.247891,6
149.773968,6
150.099388,6
150.470227,6
150.792426,6
151.403265,6
152.062721,6
152.712562,6
153.02576,6
153.421179,6
154.259637,6
154.639478,6
155.009478,6
155.332517,6
155.667937,6
155.993356,6
156.276553,6
156.626395,6
156.941814,6
157.290431,6
157.610431,6
157.940272,6
158.223469,6
158.583311,6
159.476349,6
160.445805,6
160.815646,6
161.374263,6
162.049524,6
162.718141,6
163.052562,6
163.384399,6
163.725601,6
164.695057,6
165.573515,6
166.438776,6
167.181814,6
167.83585,6
168.16585,6
168.515692,6
168.844308,6
169.779569,6
170.708027,6
171.606485,6
172.339524,6
173.034943,6
173.367982,6
173.727982,6
174.075238,6
174.917279,6
175.825737,6
176.778776,6
177.485034,6
178.062653,6
178.433492,6
178.776689,6
179.452948,6
179.819569,6
180.511406,6
181.897483,6
182.347324,6
182.712744,6
183.045941,6
183.305782,6
183.625782,6
183.954399,6
184.30424,6
184.61966,6
184.975079,6
185.302698,6
185.658118,6
186.216735,6
186.861995,6
191.036825,6
191.283447,6
191.985283,6
192.687324,6
193.228163,6
193.871202,6
194.196621,6
194.522041,6
194.84966,6
196.113537,6
196.463537,6
197.066576,6
197.702834,6
198.396871,6
199.003492,6
199.305329,6
199.669751,6
200.009751,6
201.235828,6
201.637664,6
202.300703,6
202.951542,6
203.54458,6
204.104422,6
204.474422,6
204.833039,6
205.19288,6
205.820499,6
206.181338,6
206.849955,6
207.558413,6
208.766871,6
211.710045,6
212.372086,6
213.330544,6
214.149002,6
214.866259,6
215.51288,6
215.838299,6
216.185918,6
216.596757,6
217.881633,6
219.526712,6
220.007551,6
220.366168,6
220.731587,6
220.981587,6
221.634626,6
222.024467,6
222.426304,6
222.778503,6
223.182925,6
223.533764,6
223.891383,6
224.271383,6
224.95542,6
232.901723,6
17.902744,7
34.97517,7
35.27517,7
35.578209,7
35.863628,7
36.403469,7
36.679887,7
39.084422,7
39.334422,7
39.604263,7
40.014263,7
40.862721,7
43.238254,7
43.552676,7
43.833515,7
44.179932,7
44.449932,7
44.851973,7
45.181973,7
47.327506,7
47.597506,7
48.142766,7
48.699184,7
49.185805,7
49.467642,7
51.439138,7
51.66898,7
51.922177,7
52.383016,7
52.869637,7
53.451474,7
53.736893,7
55.036553,7
55.292971,7
55.59381,7
55.85381,7
56.121429,7
56.672268,7
56.937687,7
57.197687,7
57.484308,7
58.026145,7
59.341224,7
59.601224,7
59.872063,7
60.399683,7
60.891519,7
61.518141,7
61.75356,7
61.979977,7
62.249977,7
63.680476,7
63.945896,7
64.422313,7
65.200771,7
65.78619,7
66.042812,7
66.288231,7
66.57907,7
68.956984,7
69.804444,7
70.072063,7
70.87932,7
71.121519,7
71.395941,7
71.635941,7
71.927778,7
72.207778,7
72.425397,7
72.699819,7
72.979819,7
73.248435,7
74.056893,7
74.382313,7
75.177574,7
75.427574,7
75.685193,7
75.960612,7
76.257029,7
76.509229,7
76.98907,7
77.27907,7
77.552109,7
78.328367,7
78.600567,7
79.447823,7
79.747823,7
79.984444,7
80.224444,7
80.495283,7
80.707483,7
81.318322,7
81.600159,7
81.862358,7
82.3922,7
82.920816,7
83.435238,7
83.727075,7
86.11161,7
86.35161,7
86.601451,7
86.856871,7
87.06907,7
87.30907,7
87.739909,7
88.045329,7
90.519864,7
90.749864,7
90.980703,7
91.43932,7
92.26458,7
94.730113,7
94.964535,7
95.184535,7
95.465374,7
95.735374,7
96.333832,7
96.600249,7
98.771746,7
98.988367,7
99.519206,7
100.080045,7
100.547664,7
100.844082,7
103.609456,7
103.839456,7
104.109297,7
104.361497,7
104.631497,7
104.922336,7
105.419955,7
105.659955,7
105.930794,7
106.43941,7
106.96483,7
108.038707,7
108.313129,7
108.570748,7
108.790748,7
109.091587,7
109.699206,7
109.995624,7
110.265624,7
110.765465,7
111.248503,7
112.372381,7
112.652381,7
112.9,7
113.17,7
113.470839,7
113.969456,7
114.249456,7
114.559297,7
115.051134,7
115.537755,7
116.099592,7
117.207052,7
118.01551,7
119.922426,7
120.172426,7
120.410045,7
120.925465,7
121.468503,7
122.00034,7
122.324762,7
123.608639,7
123.906259,7
124.166259,7
124.477098,7
124.757098,7
125.240136,7
125.555556,7
125.803175,7
126.033175,7
126.273175,7
126.569433,7
127.890091,7
128.150091,7
128.411927,7
128.962766,7
129.242766,7
129.479388,7
129.774807,7
130.040227,7
130.328844,7
130.598844,7
130.888685,7
132.109342,7
132.354762,7
132.621179,7
132.901179,7
133.1378,7
133.829637,7
134.099478,7
134.341678,7
134.608095,7
134.888095,7
135.167937,7
137.50805,7
138.383311,7
138.62093,7
